document_id,document_name,sort_order,chunk_id,block_count,char_count,plain_chars,data_chars,html_chars,data_kb,plain_kb,html_kb,total_payload_kb
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1830,8719ac7c-dac6-4d80-a39a-2ddefb79858b,24,3059,3059,5456,3488,7.60,5.26,5.67,18.53
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1831,e96ec47c-a2a0-4dc3-bc7a-851c3f1a3007,24,3827,3827,6201,3972,8.94,6.62,6.76,22.33
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1832,2fde9769-a495-45d3-9df3-cbc3f47c8900,24,4032,4032,6468,4207,9.29,6.91,7.08,23.27
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1833,9f6dc67f-0c76-4c33-bf30-0eaabfc0c586,24,3229,3229,5750,3447,7.92,5.47,5.67,19.07
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1834,37e2eb91-6671-446d-9ae7-ccf79ac61f4e,24,6703,6703,9339,6941,14.22,11.66,11.88,37.76
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1835,03efbb4a-724d-426c-9771-7e22bf2452c1,24,8872,8872,11456,9088,18.07,15.56,15.76,49.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1836,078d752e-f53d-43e5-b75c-4b0b2fa0a9e6,24,9938,9938,12666,10214,20.16,17.52,17.76,55.43
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1837,6c5f736a-62dc-42f2-aec1-5aa3418be669,24,5110,5110,7632,5320,11.21,8.76,8.95,28.92
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1838,7a7a890f-f3bb-43e8-816b-296cf4f3bb35,24,5534,5534,7977,5700,11.96,9.57,9.73,31.26
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1839,40240dbd-17b7-43c0-a9b6-e89e9760e5b3,24,8201,8201,11273,8640,16.82,13.85,14.24,44.91
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1840,41dee227-3b01-4b37-86dc-1596233de9a4,24,5440,5440,8015,5677,11.86,9.36,9.57,30.79
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1841,af205716-6b77-417e-9168-dccc91b73a31,24,4742,4742,7305,4974,10.28,7.78,8.00,26.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1842,551d30d5-d2b1-4a73-83ff-948f82c4ad83,24,6469,6469,8939,6644,13.68,11.27,11.44,36.38
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1843,ded6639d-413c-4d73-ad73-2b65cb79fd95,24,8698,8698,11379,8967,17.73,15.14,15.38,48.25
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1844,02f8493b-8a31-4027-9f9e-43897b0b28a8,24,5696,5696,8293,5939,12.29,9.77,10.00,32.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1845,557ca467-9dae-4be3-82ee-6bbbde663f92,24,4411,4411,6944,4633,9.79,7.32,7.53,24.64
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1846,fcfd5663-7f36-44e7-bd2a-de9e6bc478e7,24,4099,4099,6575,4293,9.25,6.84,7.03,23.12
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1847,2d18a6a4-f50f-41e9-983e-97ba1b955a29,24,3128,3128,5558,3310,7.79,5.42,5.59,18.80
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1848,5e660bb4-5021-429e-9a8a-d5f88fe751fc,24,7191,7191,9770,7418,14.99,12.49,12.69,40.17
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1849,776bf3e8-2971-4461-b527-66c7ad71fdbf,24,2914,2914,5352,3101,7.41,5.04,5.21,17.66
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1850,ac5eaa9b-1b92-4785-bdd8-c581f2dde1ac,24,3247,3247,5830,3502,8.09,5.59,5.81,19.49
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1851,1d5e5c52-6223-418d-a86b-10cdf507e4b2,24,4733,4733,7327,4985,10.53,8.01,8.24,26.77
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1852,cd4dae93-3024-420d-b4bc-9b4e495dbbaa,24,3024,3024,5473,3208,7.49,5.11,5.28,17.88
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1853,a0c3b478-2ba2-4636-a4b5-23599afeaee9,24,7945,7945,10691,8377,16.48,13.83,14.22,44.53
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1854,5b5c9221-7acb-42c5-b65d-5da81940219c,24,6306,6306,8742,6466,13.25,10.88,11.03,35.16
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1855,675c640d-8b36-4bfe-9246-34e27c2935f1,24,6451,6451,8959,6648,13.68,11.24,11.42,36.34
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1856,ca212cff-17a2-40f7-8e57-1ef4c64a85d7,24,6516,6516,9106,6745,13.76,11.25,11.46,36.47
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1857,47c56136-7459-4167-8be6-bae3506ba879,24,6629,6629,9392,6900,14.30,11.61,11.87,37.77
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1858,2c87b8b8-c67d-442b-9b4b-6cd4f4ac9fbc,24,9106,9106,11890,9407,18.56,15.86,16.14,50.56
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1859,79a69d8d-739c-41c0-be7b-12baa39ca266,24,10092,10092,13407,10641,19.64,16.44,16.94,53.03
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1860,e5e40255-96c7-490e-a9c8-caf5dde4004b,24,5077,5077,7996,5475,10.37,7.54,7.91,25.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1861,7d6d8406-23b6-4ec5-877d-2abeb3040aa0,24,6409,6409,8926,6605,13.60,11.14,11.33,36.07
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1862,434ee3e6-cd9f-4a7e-a3fa-d210f57a7748,24,6362,6362,9983,7086,12.48,9.03,9.65,31.16
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1863,5de9a56b-57dc-4625-ab3b-a798f5bd7c44,24,12585,12585,16847,13573,23.59,19.56,20.40,63.55
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1864,0464fc36-f7e6-4765-9f78-bd651976bb6a,24,8579,8579,11175,8794,17.64,15.12,15.32,48.08
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1865,bde66cab-6a25-426d-ab7e-26f913aa47e2,24,4824,4824,7478,5095,10.62,8.05,8.29,26.96
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1866,5bea4945-d9f8-4400-ba7a-bc0f0844f9cb,24,7435,7435,9980,7638,15.17,12.70,12.89,40.75
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1867,e18d5246-163a-492d-91cc-a169fbebd22d,24,5518,5518,8148,5761,12.09,9.54,9.76,31.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1868,5684134a-7279-49a2-8891-68c422b2a9f3,24,4821,4821,7593,5150,10.42,7.73,8.04,26.20
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1869,847df5b4-7bfa-49b0-8b12-64b9ba329228,24,3341,3341,5885,3570,8.13,5.66,5.87,19.66
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1870,14eb878b-994a-4767-8b30-0454f55e18a3,24,4952,4952,7418,5139,10.86,8.46,8.63,27.95
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1871,02bd9bf5-5d40-4b36-b605-8a25c1b5d1f6,24,10088,10088,12639,10274,20.30,17.81,17.99,56.10
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1872,368f3a3f-573b-4222-b486-6baf3d993bfd,24,4203,4203,6671,4393,9.68,7.28,7.45,24.41
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1873,f29759a3-0110-40de-8832-9e9e58d3e4d3,24,5884,5884,8465,6121,12.75,10.25,10.46,33.46
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1874,bba39241-5ef3-4926-9fe3-1246d3e7c6cd,24,4845,4845,7290,5022,10.77,8.39,8.56,27.71
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1875,49a02075-db7f-4334-acfd-190e887c71b3,24,5920,5920,8400,6107,12.64,10.23,10.40,33.28
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1876,3d457262-0578-4aec-8a73-ab0cd8241fc9,24,7516,7516,10142,7760,15.37,12.82,13.05,41.24
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1877,5efa3d45-378a-4e64-9bb1-2b2127714d5d,24,4630,4630,7271,4905,10.40,7.84,8.09,26.33
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1878,2fb26205-2a6b-4beb-8505-7ea553f8b81f,24,5496,5496,8059,5724,11.82,9.32,9.54,30.68
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1879,2ee0628d-fbc0-4d99-8e96-a734f645c426,24,4350,4350,6862,4559,9.82,7.37,7.57,24.75
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1880,11c86532-673d-4257-b3bc-15f7e54c782e,24,6643,6643,9062,6928,14.05,11.69,11.97,37.72
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1881,d563083f-ca91-45d5-a0a3-c0b17790cdad,24,5627,5627,8252,5889,12.37,9.83,10.06,32.27
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1882,710f2888-d008-4e3c-9201-997c547e4037,24,6411,6411,9058,6680,13.56,11.00,11.24,35.80
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1883,ea9cac9b-a986-499e-9cda-5a07a318ecbe,24,6132,6132,8768,6386,13.24,10.68,10.91,34.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1884,a09a6a6b-9676-4814-9793-87cebc0b0175,24,7383,7383,9963,7596,15.30,12.79,12.99,41.08
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1885,3468d604-c504-4c0d-8c66-cf559c4ff800,24,8417,8417,11396,8799,17.23,14.34,14.69,46.27
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1886,3f362fba-50ce-462d-a9cc-3b9f32494e56,24,9120,9120,11738,9352,18.57,16.03,16.24,50.84
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1887,3d8d77af-c153-4fc8-b1cc-c8dc7029eafa,24,13187,13187,16237,13596,25.45,22.50,22.87,70.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1888,3e45e79c-ef8e-45c7-a42b-1877b91b5088,24,11365,11365,14301,11726,22.75,19.92,20.23,62.90
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1889,b2f14f14-3b0c-406b-91f7-d7653522133c,24,8372,8372,10952,8589,17.11,14.60,14.80,46.51
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1890,4c4335ef-7a70-4061-8e78-b139c44ef258,24,6197,6197,8734,6409,13.20,10.74,10.93,34.87
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1891,eb2c9cb6-6ea4-41c1-a3bc-c6d97fb713c5,24,2483,2483,4981,2685,6.60,4.17,4.36,15.14
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1892,7f5b97d8-a792-4045-9c3d-4bc8b3872801,24,4829,4829,7382,5057,10.75,8.27,8.48,27.49
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1893,5b5c3bda-ae61-4a12-9f03-a1f417dda70b,24,2797,2797,5174,2952,7.11,4.79,4.94,16.85
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1894,cef7676a-362a-4760-84f2-717d99076712,24,6239,6239,8823,6476,13.15,10.64,10.86,34.66
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1895,3c71360e-2a1e-4f35-beae-90e9e35ec936,24,10133,10133,12807,10387,20.40,17.81,18.04,56.26
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1896,830a99ec-0b21-4ef4-91b4-1c13ed27ce9a,24,7575,7575,10256,7840,15.89,13.29,13.53,42.71
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1897,92b63482-c253-4f3c-97bf-450c5568ca26,24,7719,7719,10285,7938,16.03,13.54,13.74,43.31
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1898,facb821d-36f7-4151-8739-710b08f643df,24,6173,6173,8758,6404,13.29,10.77,10.99,35.05
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1899,1e371337-f5d5-4c18-83dc-c61beb70761d,24,5562,5562,8260,5855,11.79,9.17,9.44,30.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1900,63ef91df-0b6c-4322-9016-7a95cb04a067,24,5489,5489,7997,5689,11.86,9.42,9.60,30.88
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1901,87795409-64d4-4108-bf93-59c4f0bf0be3,24,5546,5546,8083,5763,12.08,9.61,9.81,31.50
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1902,ecb735e4-8404-4dd5-beb3-592d95f7e9de,24,3644,3644,6131,3843,8.64,6.22,6.41,21.27
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1903,eafdc0a0-a0ab-4876-abb8-5ea9d904eb7e,24,3764,3764,6332,3997,8.93,6.43,6.65,22.00
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1904,e0f3878a-23f2-4412-8b38-40b9f1cd01ba,24,7832,7832,10516,8099,16.26,13.66,13.90,43.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1905,0144cab5-0000-4ee0-b0fa-a584ea265551,24,15362,15362,18136,15758,29.38,26.68,27.05,83.11
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1906,54a15758-1bb0-4a73-a1f0-459729be6dce,24,7156,7156,9784,7396,15.04,12.49,12.71,40.23
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1907,654e0de2-2c2a-4275-af22-eae4810e921b,24,5873,5873,8383,6069,12.70,10.26,10.44,33.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1908,44b9c2a9-fa2b-4671-8a53-d0c926c8e6e5,24,4552,4552,6946,4704,10.24,7.90,8.05,26.18
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1909,fd9bf4cd-7738-47c2-b51d-10a6ccef5bcd,24,3881,3881,6273,4036,9.01,6.68,6.83,22.52
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1910,363c58f8-3984-47eb-acdd-c391ba87a6a9,24,8248,8248,10882,8495,16.97,14.41,14.63,46.01
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1911,d9cdd502-f37e-46af-94b4-74c8dfc957c3,24,6570,6570,9030,6742,13.90,11.50,11.66,37.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1912,53a46c9e-a263-45c0-a26c-7fc53fbf0f91,24,5160,5160,7610,5335,11.38,9.00,9.16,29.55
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1913,9b045c19-2bbf-4b1a-9855-c2e85ec38394,24,7005,7005,9572,7227,14.68,12.19,12.39,39.26
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1914,a04e7748-a5b8-4124-8d55-333eaa11dee1,24,7962,7962,10502,8150,16.39,13.92,14.09,44.40
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1915,d7fc6499-fa14-4e37-8276-abd679ef99e8,24,5801,5801,8411,6045,12.63,10.10,10.32,33.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1916,6c002ab4-60ad-4c5d-a539-8f9606b72d30,24,6820,6820,9434,7061,14.36,11.83,12.05,38.24
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1917,94a214db-97bd-4c7e-955c-0b9df24b235f,24,3714,3714,6290,3948,8.93,6.42,6.64,21.99
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1918,178820c4-117f-4759-8245-1b327d467194,24,4549,4549,7168,4810,10.30,7.76,8.00,26.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1919,9fb7ca0a-ed82-4d52-82a5-e33662a30677,24,3142,3142,5522,3297,7.66,5.34,5.49,18.49
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1920,d496666c-5670-49d8-9604-2df0c099ac36,24,4987,4987,7406,5147,10.96,8.60,8.76,28.32
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1921,42b52137-a503-43f5-bd3d-72729f6e6506,24,5417,5417,7924,5617,11.91,9.48,9.66,31.05
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1922,72498af0-e00e-4cde-a49d-470d332d3c4f,24,4432,4432,6909,4629,10.10,7.69,7.88,25.67
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1923,af1db8cf-65bb-40e0-bfb8-064feff73231,24,2655,2655,5120,2855,6.88,4.48,4.67,16.03
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1924,260119ab-176e-4343-a0a2-13571d306ecd,24,4225,4225,6736,4430,9.71,7.26,7.45,24.42
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1925,df3072d7-e110-410f-81ab-2300f1d203db,24,2967,2967,5504,3184,7.52,5.05,5.25,17.83
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1926,f3b260bc-12d9-4794-ad42-d84fda36d739,24,7567,7567,10066,7877,15.75,13.31,13.61,42.67
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1927,87321db7-be43-461d-beb7-0bfce72c49cd,24,16181,16181,19126,16503,31.06,28.21,28.50,87.77
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1928,2693b697-89f9-446d-a5e3-336a6613dd54,24,6762,6762,9349,6994,14.12,11.61,11.82,37.56
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1929,1bd8c4ef-a229-4b8b-bee3-93e5e9218946,24,4817,4817,7324,5014,10.60,8.15,8.34,27.09
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1930,c1f987fc-746d-44d7-a7b6-01e2db76a7bc,24,2999,2999,5579,3255,7.38,4.88,5.11,17.37
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1931,83c4c775-b2e3-4f23-8567-395229e65d8c,24,5881,5881,8608,6173,12.64,10.00,10.26,32.90
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1932,6d326733-42bf-4ebe-8ee3-d58b09b6aaeb,24,7903,7903,10722,8242,15.90,13.17,13.48,42.56
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1933,7137a2a1-b3b7-4de2-a2e9-c1800597cbd1,24,10642,10642,13249,10859,20.95,18.42,18.61,57.98
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1934,b8cb22c2-6984-4e19-8045-24adc9aee0ed,24,5278,5278,7820,5500,11.59,9.12,9.32,30.03
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1935,0b34259f-de71-4323-a833-534eeaadd67a,24,7369,7369,9981,7611,15.30,12.76,12.98,41.04
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1936,224b073c-45d6-443f-820e-ee70ef415892,24,7476,7476,9958,7651,15.36,12.94,13.11,41.41
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1937,51b21aa4-2674-4227-9e20-f7afdd285e18,24,10125,10125,13095,10515,20.36,17.50,17.84,55.70
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1938,ab72bf72-75f6-4f2a-abbd-5366f5ac0b64,24,7415,7415,10312,7793,14.99,12.18,12.53,39.69
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1939,d43cb413-da7c-4de2-9c5d-42f810165dcd,24,5619,5619,8218,5866,12.04,9.52,9.74,31.30
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1940,ce0c8848-602a-4334-86b6-9b0fd188ba84,24,5016,5016,7726,5323,11.13,8.51,8.78,28.42
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1941,0275858c-a1dd-405b-bfa9-bd2748b8e786,24,3719,3719,6404,4008,9.01,6.41,6.67,22.10
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1942,82e20f6b-c439-4cd1-a38f-01cd60958670,24,3151,3151,5674,3364,7.77,5.32,5.51,18.60
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1943,3488ac5e-3809-4b52-9e78-c327f399cde9,24,3032,3032,5464,3212,7.54,5.18,5.34,18.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1944,b77754df-0249-47aa-be90-d4d23d97a46b,24,4082,4082,6606,4304,9.57,7.12,7.32,24.01
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1945,c9356314-1d42-4613-b5a6-0e14e2449031,24,4899,4899,7446,5124,10.80,8.33,8.54,27.67
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1946,88e19968-b810-48b2-bf3c-bf6ab2da3e11,24,2645,2645,5050,2817,6.81,4.47,4.63,15.91
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1947,4f9db064-0df6-4852-85d7-9e2f1196226f,24,3427,3427,5822,3587,8.16,5.83,5.98,19.96
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1948,fed2e860-3be6-4462-b7ae-35cf26027994,24,3914,3914,6356,4096,9.11,6.73,6.90,22.75
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1949,e124af5d-6e59-4819-8712-f75e334dd447,24,6130,6130,8734,6377,13.23,10.71,10.93,34.87
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1950,3b1b0a2d-b26c-4875-a63d-15157310679d,24,4467,4467,6908,4644,10.04,7.66,7.83,25.52
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1951,e75e91a7-7f53-4a55-95b8-b1b1f5dfd82d,24,4365,4365,6847,4554,9.80,7.38,7.56,24.73
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1952,e11c89d6-9199-423a-977c-3cb57e16a209,24,4987,4987,7457,5173,10.97,8.57,8.74,28.29
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1953,7c34c702-c24d-433e-87c4-6cd00b0a9cba,24,4309,4309,6736,4479,9.67,7.31,7.47,24.45
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1954,8b4bd798-8af1-4f85-93ca-ad63d56ab1ea,24,3341,3341,5745,3508,8.05,5.71,5.87,19.64
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1955,775c5b40-28b4-4975-acc8-e167915fa95c,24,7321,7321,9871,7798,15.19,12.71,13.17,41.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1956,14fae43f-03c5-4856-a445-8d39f9a752b6,24,11107,11107,14030,11470,21.63,18.80,19.13,59.56
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1957,55b8ac09-8314-4d4d-86de-dcd0ca8dd8b2,24,8279,8279,10835,8485,17.04,14.55,14.74,46.33
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1958,0aef300d-e2cf-4cf7-a25f-3b37b357706c,24,7801,7801,11091,8367,15.61,12.45,12.95,41.00
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1959,f27e7350-fea6-4af1-b835-166f6bfc48fc,24,6712,6712,9623,7098,13.83,11.01,11.36,36.20
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1960,53b05644-adca-456a-83ab-e97d9acaf731,24,6801,6801,9441,7044,14.43,11.86,12.09,38.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1961,7b4cc904-1c30-4c5f-99fb-952a51256615,24,9512,9512,12485,9899,18.82,15.94,16.29,51.05
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1962,f1818bfb-1f33-4d1a-95ae-0d94770d6fbd,24,5741,5741,8396,6006,12.43,9.85,10.09,32.37
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1963,28918a4b-d1fa-4c50-97c3-ed351880b0e8,24,11160,11160,13852,11408,21.93,19.31,19.54,60.78
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1964,329a2059-a915-42d9-a162-cb5cb49c20fa,24,13355,13355,16115,13627,25.96,23.29,23.53,72.79
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1965,5248ceca-1997-4680-b147-6f5743ab91b7,24,13807,13807,16619,14101,26.58,23.84,24.12,74.54
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1966,be393655-ea7c-4686-89f1-d891b7922a72,24,14864,14864,17764,15190,28.68,25.87,26.16,80.71
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1967,0f005bd7-fed1-4785-bcde-3a6d0ad8e57a,24,6273,6273,8738,6450,13.39,10.99,11.15,35.52
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1968,de8f9d34-37a6-4469-97d6-d2567a0a5758,24,6101,6101,8586,6288,13.12,10.70,10.88,34.70
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1969,6b35a293-b865-4648-8d48-dca59de919af,24,8811,8811,11391,9028,17.93,15.42,15.62,48.97
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1970,2d3eeaa0-4849-4b1e-b693-22ec3e568632,24,14076,14076,16703,14276,27.34,24.78,24.97,77.09
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1971,85dd5374-2071-4cbf-b0a7-ca85bbbe0fee,24,9545,9545,12332,9855,19.41,16.72,16.99,53.12
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,1972,22b980ce-1c5e-4814-8d61-1efff12ba8fc,24,8935,8935,11779,9397,18.02,15.26,15.69,48.97
