document_id,document_name,sort_order,chunk_id,block_count,char_count,plain_chars,data_chars,html_chars,data_kb,plain_kb,html_kb,total_payload_kb
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,845,c37cec13-391e-493e-bbc7-3edd4f60526a,24,4719,4719,7261,4942,9.58,7.11,7.31,24.00
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,846,50f62c7c-b169-44f8-a1fe-f969dd071514,24,4497,4497,6938,4672,9.45,7.08,7.24,23.77
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,847,7c2aca0d-b6b9-4e5c-981f-06fd775313b8,24,10504,10504,13782,11185,21.17,18.05,18.63,57.85
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,848,7e04fff7-cba4-417a-9503-61f4a243f4f4,24,6953,6953,9941,7383,15.03,12.17,12.53,39.72
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,849,7c6809f7-7718-4300-95d0-37ca0f28c2fe,5,494,494,1041,656,1.41,0.88,1.04,3.33
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,850,087770f0-c8c9-4ce1-b6a0-b92f958c598e,24,5754,5754,8820,6610,11.70,8.73,9.54,29.97
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,851,443defaa-2b18-47a2-a6bf-467b1318bd35,24,7135,7135,10549,7758,13.76,10.46,11.03,35.25
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,852,8c5e9f74-4dad-419d-bbe7-59362f89ce1d,24,9259,9259,12250,9656,18.13,15.23,15.60,48.96
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,853,6ab11d79-ff27-4bbf-ad29-53862c60d468,24,7303,7303,10230,7695,14.32,11.48,11.85,37.65
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,854,afd20f24-ecd5-4587-b186-4be95be97da7,24,4239,4239,6807,4469,9.53,7.03,7.25,23.81
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,855,7be4edec-aa88-4104-8de6-f99e90eb9ab4,24,5657,5657,8606,6071,11.45,8.60,8.97,29.02
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,856,372b1d49-a5bd-4d7a-911e-5df2c3368729,24,4730,4730,7542,5084,10.06,7.33,7.66,25.04
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,857,e0b7b526-f692-4c95-a8bd-b14c22113373,24,4751,4751,7473,5058,10.06,7.41,7.70,25.18
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,858,1684814c-123d-4065-8631-4ced7cf075bc,24,4383,4383,6943,4619,9.85,7.36,7.58,24.79
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,859,d98a9364-0680-4412-9114-ac4927816fb0,24,3697,3697,6299,3956,8.42,5.89,6.13,20.45
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,860,6a8bd668-9401-43f8-9367-af1424879643,24,3823,3823,6450,4089,8.64,6.09,6.34,21.07
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,861,f02241c8-28f5-474b-a291-7873f69cdac0,24,4520,4520,7025,4725,10.13,7.69,7.88,25.71
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,862,8bee47eb-c1df-4a44-83aa-6de314098e1a,24,6847,6847,9693,7183,14.01,11.25,11.56,36.83
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,863,56bfaa23-fb9f-40a0-9193-6c050150e9ab,24,3804,3804,6184,3954,8.88,6.55,6.70,22.13
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,864,e3ff9e20-3e68-4585-a5d5-11044ab93912,24,4443,4443,6905,4628,10.07,7.67,7.84,25.58
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,865,0e698880-8483-4219-8580-74b81f7cb525,24,6836,6836,9523,7117,14.18,11.57,11.83,37.57
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,866,085c443f-63cb-4a32-bbb8-be8ccdc21916,24,4582,4582,7127,4809,10.07,7.59,7.80,25.45
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,867,0c61d121-599f-4134-aa04-f098e30c899f,24,6575,6575,9128,6792,13.67,11.19,11.39,36.25
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,868,0073cac7-c272-439c-8d9c-c7ce40529e08,24,3998,3998,6509,4215,9.23,6.79,6.99,23.02
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,869,44467e0d-1c43-4e6c-af1e-d414b38dfabb,24,2239,2239,4676,2423,6.17,3.80,3.97,13.94
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,870,cca9afb4-55ac-409f-9046-988f2635a71b,24,3535,3535,6002,3726,8.42,6.01,6.19,20.62
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,871,4ee70531-c7bf-4a49-8193-de0850cc91dc,24,6336,6336,9136,6677,12.93,10.21,10.53,33.67
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,872,8d2306a6-c4b0-4693-8e9f-1715a3835b1b,24,3622,3622,6145,3838,8.49,6.04,6.24,20.77
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,873,e2438554-7613-4ed5-9bef-fed2419c93da,24,5295,5295,8181,5666,11.22,8.42,8.76,28.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,874,74b56bfd-eb38-4532-89df-5d97ca4ab9fa,24,4161,4161,6739,4404,9.22,6.71,6.94,22.87
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,875,478e2a84-f3f0-44c0-9596-077415b679ca,24,4218,4218,6689,4408,9.48,7.07,7.25,23.81
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,876,64f95447-4107-4aac-aef2-6f94599d6668,24,2576,2576,5101,2808,6.75,4.30,4.51,15.57
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,877,94bfdd70-2b58-405e-b83e-30837c33e94d,24,6616,6616,9179,6837,13.70,11.20,11.42,36.32
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,878,4dac81dd-1b33-4e19-8a51-4f3925de5ceb,24,5931,5931,8546,6181,12.59,10.05,10.28,32.92
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,879,d9890bb1-0879-4466-b5b9-f386beb80d07,24,5202,5202,8767,5767,11.98,8.51,9.05,29.54
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,880,7c6d14c0-cdef-4d37-8576-3f17354ec885,24,2396,2396,4797,2568,6.49,4.15,4.31,14.95
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,881,ab077222-4903-4123-bd0d-a0034402f31e,24,4445,4445,6927,4640,10.04,7.63,7.81,25.47
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,882,c40349ca-5f60-437a-894c-d65b7457cb4d,24,4653,4653,7300,4897,10.76,8.18,8.41,27.36
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,883,812d07f9-6c14-4d12-a3f9-02bb68413b6f,24,3620,3620,6257,3883,8.58,6.01,6.26,20.85
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,884,5357bd72-a66a-46fc-af3c-17d5e4140610,24,4028,4028,6575,4252,9.27,6.79,7.00,23.06
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,885,5ea77c00-2909-48da-bf72-d352b87d9d80,24,5358,5358,7970,5593,11.46,8.92,9.14,29.53
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,886,616daafc-6f21-4f39-ac7a-1df7699c4120,24,6755,6755,9539,7082,13.74,11.03,11.34,36.11
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,887,abbf05bd-629f-45ff-84c4-8255f29c306c,24,9858,9858,12606,10146,19.49,16.82,17.09,53.40
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,888,9f79944c-9fb1-4a26-a4e3-7a5cd5bd233d,24,8679,8679,11431,8976,17.26,14.59,14.87,46.72
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,889,18d11c27-5501-491f-82b7-5f9072ec62e6,24,3441,3441,5960,3658,7.99,5.54,5.75,19.28
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,890,f4136846-54a2-456a-bd41-78910994c847,24,7333,7333,10257,7720,14.80,11.97,12.32,39.10
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,891,7b72a11e-00d1-45e9-8399-db1d524941cf,24,14231,14231,20552,16194,22.84,16.92,18.58,58.34
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,892,aa1b9665-d516-43ab-8275-d13a0add9bde,24,6254,6254,9141,6634,12.33,9.53,9.89,31.75
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,893,0b32936f-d2be-416c-b61b-bcb3dcb83aef,24,4699,4699,7164,4882,10.43,8.02,8.20,26.65
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,894,ce2c540d-352a-493a-ab44-3cd3ddf91fa2,24,5053,5053,7673,5296,11.09,8.54,8.77,28.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,895,3d0f3c65-75ad-4313-b2b0-c1824e87055a,24,6256,6256,8879,6508,13.01,10.46,10.69,34.16
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,896,c2a990d8-db6c-4961-bb6b-0a6a2cedd6ca,24,5018,5018,7856,5377,10.81,8.07,8.39,27.27
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,897,e8b970bc-a23b-4ad0-8da6-ddaf9bca7e23,24,4641,4641,7303,4912,10.12,7.53,7.78,25.43
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,898,ac0996e4-1dcd-4a5b-968e-72f00d71353d,24,3010,3010,5421,3180,7.49,5.14,5.30,17.93
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,899,3dba1544-6995-4ec7-ab40-8db159cf7cf2,24,3250,3250,5743,3595,7.92,5.50,5.82,19.24
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,900,d10ac147-3e9a-4a6a-b569-7d5deca2025a,24,6897,6897,9414,7092,14.57,12.12,12.30,38.98
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,901,54218acb-f633-4921-a23c-b66ef0468752,24,5368,5368,7852,5560,11.83,9.41,9.59,30.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,902,5708b002-7980-4338-b27f-9b0e15b4de1b,24,4145,4145,6572,4315,9.58,7.21,7.37,24.16
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,903,d175ba97-7485-47b1-af3f-eea9b184d4c8,24,2298,2298,4664,2453,6.19,3.88,4.03,14.11
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,904,dca9400f-1564-496f-b94f-53a5c74472c7,24,3258,3258,5792,3488,8.13,5.67,5.88,19.69
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,905,7014473c-0f2c-488d-8e8d-f08677dfde37,24,4648,4648,7185,4870,9.97,7.50,7.71,25.18
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,906,2816baff-8f3f-4af3-9c3a-72b87f4b943b,24,5618,5618,8118,5813,12.17,9.73,9.92,31.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,907,40612752-3c8d-46c5-ab80-c2094b6279e5,24,4524,4524,7181,4791,10.22,7.63,7.88,25.73
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,908,9a6b6b86-3347-4431-902a-740ba0d87b4e,24,3902,3902,6471,4142,8.85,6.35,6.58,21.79
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,909,5d10c55b-f161-4c31-9959-d5e1835ef0ed,24,2768,2768,5185,2943,7.12,4.77,4.93,16.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,910,3de3cc0c-7047-4bdd-be76-fa0802261c77,24,1742,1742,4096,1892,5.23,2.93,3.08,11.24
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,911,8bcb0360-b2d6-4031-b899-747a81d5d7fa,24,2462,2462,4835,2617,6.49,4.17,4.32,14.98
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,912,30683d0a-3167-46fd-b390-e088b5f8dba6,24,3069,3069,5521,3259,7.64,5.25,5.43,18.32
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,913,33be3169-3dab-43ce-a68d-70b77be9a264,24,3897,3897,6341,4079,9.08,6.70,6.87,22.65
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,914,add7b13d-34b8-4d2e-896d-e1ba611c629e,24,2347,2347,4749,2517,6.27,3.93,4.09,14.28
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,915,46403afa-0f43-4f06-ac0f-3e35f68d5770,24,3610,3610,6018,3777,8.63,6.28,6.44,21.36
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,916,117f2a4c-c323-447c-a31c-635717d2e6b4,24,3818,3818,6228,3979,9.00,6.65,6.80,22.45
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,917,11d87498-4e69-445e-bf7c-c35bed4b5cd0,24,3442,3442,5877,3610,8.32,5.94,6.11,20.37
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,918,76b28392-0034-4758-b944-545a5e2e4c7b,24,6561,6561,9082,6763,13.96,11.51,11.70,37.17
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,919,6e6bdf87-8bea-4645-8462-b82a33336294,24,4978,4978,7446,5157,11.07,8.67,8.83,28.57
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,920,8a638d7c-fb06-40bf-a60a-0d8754cca6c8,24,4385,4385,6895,4589,10.03,7.59,7.78,25.41
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,921,162275f3-1076-4a27-9cc2-084fec8864b3,24,6945,6945,9582,7190,14.73,12.17,12.40,39.30
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,922,898373b7-dab7-4ff4-9d94-e141006ba342,24,6831,6831,9356,7033,14.42,11.96,12.15,38.54
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,923,c51c44e0-0cbf-4251-beac-ea5e28170913,24,7794,7794,10615,8130,15.53,12.79,13.11,41.43
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,924,9755ba70-1b99-4a04-97f7-a581c79e3326,24,6523,6523,9469,6921,13.24,10.38,10.75,34.36
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,925,df9b6b4a-0dcf-4265-8c23-ea69cac14fd3,24,3787,3787,6516,4096,8.39,5.74,6.03,20.15
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,926,752e357d-ca65-408e-9f1c-39a8e4b85d1e,24,3221,3221,5726,3435,7.80,5.36,5.56,18.73
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,927,dfe78584-1167-4f8d-b2da-75276160d712,24,5766,5766,8695,6161,12.08,9.24,9.60,30.92
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,928,e1b98c27-750f-4ca9-9fea-4e3cd8f7fa5c,24,5625,5625,8449,5974,12.14,9.40,9.72,31.25
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,929,83ef34c0-ffa8-45b5-b081-a8f3a4760acf,24,3178,3178,5682,3387,7.85,5.41,5.61,18.87
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,930,9817497f-bdf5-40f0-9aa0-9b46c87c7b9b,24,3333,3333,5715,3488,8.12,5.80,5.95,19.87
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,931,9691ad7d-36f5-49cd-ae4a-c3c2fa8dede4,24,8238,8238,11102,8593,16.53,13.76,14.08,44.38
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,932,147c47a1-3ebf-407c-9521-41debfa80390,24,6399,6399,8898,6588,13.59,11.16,11.34,36.09
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,933,88bcadf2-fcf4-4129-b888-a456a4765d1e,24,3682,3682,6230,3913,8.49,6.00,6.23,20.72
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,934,1012813e-b99f-48c6-ab66-16172c422a94,24,6490,6490,9039,6709,13.89,11.42,11.62,36.93
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,935,b3c9feb1-b004-42f1-b26c-2ffef0eccea7,24,9848,9848,12656,10164,20.01,17.29,17.57,54.87
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,936,bdaad577-aeac-4697-8e38-333763b741c5,24,9913,9913,12761,10237,20.20,17.44,17.73,55.38
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,937,39db8160-cf62-44fe-9980-f804550e048a,24,11157,11157,14041,11503,22.36,19.58,19.88,61.83
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,938,79bb2ec7-8be4-46ff-8d4e-1e50c89a5c99,24,6065,6065,8657,6293,13.19,10.67,10.88,34.73
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,939,a3561c7a-8ddf-4b56-88db-32ecbaa715c8,24,4681,4681,7122,4858,10.51,8.13,8.30,26.94
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,940,d8fe7e21-6d9a-4814-bee5-3bf070b98e6f,24,3708,3708,6128,3878,8.80,6.44,6.61,21.85
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,941,e41d3aa3-5d55-4d90-afa1-8027f0ec4446,24,5140,5140,7620,5324,11.41,9.00,9.17,29.58
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,942,74548412-6a60-4de8-a80b-7342cd86a8d1,24,9476,9476,12313,9948,19.09,16.35,16.78,52.22
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,943,d2d9b955-6ca0-495e-a26f-c891cce1071d,24,9351,9351,12222,9701,18.38,15.59,15.92,49.89
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,944,7c532107-ce23-4b71-86b5-74e27c072e2d,24,14169,14169,17563,14715,27.43,24.17,24.64,76.24
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,945,d1f0a2a0-66b3-4bfc-9f48-fce57520bed6,24,4917,4917,7641,5218,10.95,8.31,8.58,27.84
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,946,5b311857-aca3-4486-82ab-4e1beb991b92,24,4246,4246,6761,4463,9.78,7.33,7.53,24.64
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,947,037fc1fd-58be-40dd-9cd5-8899f32c522a,24,4198,4198,6800,4452,9.31,6.78,7.02,23.12
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,948,1f2377a0-2dcf-4dd6-8e44-0760ddb409f1,24,5999,5999,8653,6257,12.71,10.13,10.37,33.20
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,949,060c8882-a90a-4c27-b47c-7fa76b275d55,24,9180,9180,12148,9561,17.90,15.02,15.37,48.28
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,950,08082b3c-a151-444f-afad-39d931a62f70,24,5003,5003,7675,5287,10.91,8.32,8.58,27.82
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,951,5e4ded42-82b5-48e2-8cdc-25345b2f58cc,24,6212,6212,8829,6450,13.11,10.57,10.79,34.47
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,952,d90db2a1-c309-4bcc-a175-e007b1e24989,24,5095,5095,7703,5351,11.06,8.53,8.76,28.36
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,953,68ce418d-af7f-480a-b54e-7b73c791e7a1,24,4977,4977,7704,5284,10.43,7.79,8.07,26.29
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,954,03b77dc0-334b-4115-9f54-ba1843310762,24,4781,4781,7452,5065,10.47,7.87,8.13,26.47
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,955,d80ebe09-e143-4271-8357-d7634b276e72,24,2658,2658,5033,2813,6.77,4.46,4.61,15.83
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,956,8b9563a1-092e-428b-b06e-1c58da1a2c13,24,6321,6321,8928,6553,13.45,10.92,11.13,35.50
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,957,d9f15fca-a82f-46d0-8366-41a1dbcb1523,24,6176,6176,8730,6386,13.23,10.74,10.94,34.92
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,958,2f09b694-f085-432b-996d-2e798d622d46,24,2604,2604,4999,2769,6.75,4.41,4.57,15.73
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,959,8e29e4c0-7f60-480a-b9e1-e423f75262f3,24,8443,8443,11149,8719,17.32,14.70,14.95,46.97
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,960,c7bd62a0-089f-4abb-a377-499a7df2f297,24,6537,6537,9150,6782,14.12,11.58,11.80,37.51
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,961,b00dcae0-321f-40f8-8520-dbede15e15e0,24,7343,7343,9935,7569,15.45,12.93,13.13,41.51
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,962,7bbc34be-e4e5-4d4d-9012-0d4f82bc632c,24,6703,6703,9326,6953,14.21,11.66,11.89,37.76
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,963,ab435de4-955f-47d1-816c-e984303dd7d9,24,6715,6715,9239,6915,13.99,11.53,11.72,37.23
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,964,7e01ea5e-1973-4227-9da3-c985ab8892a8,24,6115,6115,8590,6297,13.07,10.65,10.83,34.54
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,965,948f482d-2558-4d8f-bfdb-6c976aeb741d,24,5988,5988,8420,6148,12.89,10.52,10.67,34.07
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,966,4811ec5a-012b-424e-8799-a913dc1ee63d,24,9320,9320,12033,9597,18.00,15.37,15.62,48.99
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,967,a3341b38-948f-426a-9c71-4031a18aa86c,24,9425,9425,12365,9805,19.08,16.25,16.58,51.90
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,968,83e661e6-1c33-469c-88a5-8ca3f580da89,24,4716,4716,7219,4919,10.55,8.12,8.31,26.98
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,969,c6b3800c-ffbd-490f-b5b4-ec1946d27fcf,24,5619,5619,8117,5815,12.21,9.78,9.97,31.96
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,970,66b40597-d889-472e-842e-417e290b84c1,24,7121,7121,9597,7298,14.96,12.54,12.71,40.21
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,971,38351c7e-ab6d-4e2c-b024-e72dac26da43,24,8008,8008,10689,8273,16.41,13.81,14.05,44.28
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,972,f8d12b34-7768-4342-826d-7378237fb3c2,24,4124,4124,6598,4321,9.54,7.13,7.32,23.99
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,973,69eb2768-6997-406a-94f5-cd5e991ca202,24,6070,6070,8655,6305,13.15,10.64,10.85,34.64
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,974,475f00ba-a2b0-492b-88af-0faa598e77e0,24,7827,7827,10514,8104,16.38,13.79,14.03,44.20
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,975,6ec30219-af90-4b9f-9cb8-a56f19dc2f93,24,3310,3310,5843,3536,8.09,5.63,5.84,19.56
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,976,c597f21c-35fc-4dbe-bec9-25a7ea580ac5,24,6647,6647,9199,6864,14.08,11.60,11.80,37.49
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,977,0d439ecc-fb5a-47ea-a037-e3e05314c681,24,6933,6933,9507,7158,14.68,12.18,12.39,39.25
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,978,86ce0806-d1eb-4a4b-ad50-9adbf87b0fe3,24,4867,4867,7481,5125,10.68,8.14,8.38,27.19
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,979,5456ee5e-7fd7-42ec-997d-c38abdf8ca42,24,4601,4601,7095,4799,10.25,7.82,8.01,26.09
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,980,1efd75b8-1743-42f3-8787-791434dcc02b,24,3059,3059,5456,3488,7.60,5.26,5.67,18.53
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,981,2c1c449a-15b7-4c27-b12b-ea6ae1dc1bba,24,3827,3827,6201,3972,8.94,6.62,6.76,22.33
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,982,0bdaf736-0192-41c4-9043-fb65a1412b06,24,4032,4032,6468,4207,9.29,6.91,7.08,23.27
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,983,1c3c9592-665b-4c4a-9f11-77af8e3b59fa,24,3229,3229,5750,3447,7.92,5.47,5.67,19.07
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,984,10ac9a8b-dba3-4e88-aea9-8f2aaaefe5bd,24,6703,6703,9339,6941,14.22,11.66,11.88,37.76
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,985,78eb209e-bcf0-4ba7-9ab1-af2859ced00b,24,8872,8872,11456,9088,18.07,15.56,15.76,49.39
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,986,07171839-6d72-4030-84b7-918c2100a2cf,24,9938,9938,12666,10214,20.16,17.52,17.76,55.43
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,987,2eab1b7b-3858-48e8-9351-0a8da81d892b,24,5110,5110,7632,5320,11.21,8.76,8.95,28.92
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,988,7ae30945-b837-49e9-aec1-285abca7e217,24,5534,5534,7977,5700,11.96,9.57,9.73,31.26
418feb2d-0819-472f-8ac8-4c9ca3858773,NewRichTextDocument1,989,278326a8-50a6-4d9c-8690-ace8a7857b72,24,8201,8201,11273,8640,16.82,13.85,14.24,44.91
